label,score,path,domain,record_id,split,window_idx,start,end,record_label,overlap_samples,overlap_fraction,pred
0,0.4127870202064514,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00014.npy,target,tgt_test_anom_spike_0,test,14,7168,9216,1,0,0.0,1
0,0.4184017479419708,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00015.npy,target,tgt_test_anom_spike_0,test,15,7680,9728,1,0,0.0,1
0,0.4183506369590759,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00016.npy,target,tgt_test_anom_spike_0,test,16,8192,10240,1,0,0.0,1
0,0.4167782962322235,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00017.npy,target,tgt_test_anom_spike_0,test,17,8704,10752,1,0,0.0,1
0,0.4151214957237243,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00018.npy,target,tgt_test_anom_spike_0,test,18,9216,11264,1,0,0.0,1
0,0.4144403636455536,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00019.npy,target,tgt_test_anom_spike_0,test,19,9728,11776,1,0,0.0,1
0,0.4102222025394439,data/processed/windows/target/test/tgt_test_norm_0_win_00000.npy,target,tgt_test_norm_0,test,0,0,2048,0,0,0.0,1
0,0.4119752645492553,data/processed/windows/target/test/tgt_test_norm_0_win_00001.npy,target,tgt_test_norm_0,test,1,512,2560,0,0,0.0,1
0,0.4143171012401581,data/processed/windows/target/test/tgt_test_norm_0_win_00002.npy,target,tgt_test_norm_0,test,2,1024,3072,0,0,0.0,1
0,0.4144061803817749,data/processed/windows/target/test/tgt_test_norm_0_win_00003.npy,target,tgt_test_norm_0,test,3,1536,3584,0,0,0.0,1
0,0.4132431149482727,data/processed/windows/target/test/tgt_test_norm_0_win_00004.npy,target,tgt_test_norm_0,test,4,2048,4096,0,0,0.0,1
0,0.4127829372882843,data/processed/windows/target/test/tgt_test_norm_0_win_00005.npy,target,tgt_test_norm_0,test,5,2560,4608,0,0,0.0,1
0,0.4122590124607086,data/processed/windows/target/test/tgt_test_norm_0_win_00006.npy,target,tgt_test_norm_0,test,6,3072,5120,0,0,0.0,1
0,0.4119617342948913,data/processed/windows/target/test/tgt_test_norm_0_win_00007.npy,target,tgt_test_norm_0,test,7,3584,5632,0,0,0.0,1
0,0.4112411141395569,data/processed/windows/target/test/tgt_test_norm_0_win_00008.npy,target,tgt_test_norm_0,test,8,4096,6144,0,0,0.0,1
0,0.4105895161628723,data/processed/windows/target/test/tgt_test_norm_0_win_00009.npy,target,tgt_test_norm_0,test,9,4608,6656,0,0,0.0,1
0,0.4095818102359772,data/processed/windows/target/test/tgt_test_norm_0_win_00010.npy,target,tgt_test_norm_0,test,10,5120,7168,0,0,0.0,1
0,0.4093495011329651,data/processed/windows/target/test/tgt_test_norm_0_win_00011.npy,target,tgt_test_norm_0,test,11,5632,7680,0,0,0.0,1
0,0.4111073017120361,data/processed/windows/target/test/tgt_test_norm_0_win_00012.npy,target,tgt_test_norm_0,test,12,6144,8192,0,0,0.0,1
0,0.4116442203521728,data/processed/windows/target/test/tgt_test_norm_0_win_00013.npy,target,tgt_test_norm_0,test,13,6656,8704,0,0,0.0,1
0,0.4132935702800751,data/processed/windows/target/test/tgt_test_norm_0_win_00014.npy,target,tgt_test_norm_0,test,14,7168,9216,0,0,0.0,1
0,0.4143589735031128,data/processed/windows/target/test/tgt_test_norm_0_win_00015.npy,target,tgt_test_norm_0,test,15,7680,9728,0,0,0.0,1
0,0.4145731031894684,data/processed/windows/target/test/tgt_test_norm_0_win_00016.npy,target,tgt_test_norm_0,test,16,8192,10240,0,0,0.0,1
0,0.414792001247406,data/processed/windows/target/test/tgt_test_norm_0_win_00017.npy,target,tgt_test_norm_0,test,17,8704,10752,0,0,0.0,1
0,0.4150834381580353,data/processed/windows/target/test/tgt_test_norm_0_win_00018.npy,target,tgt_test_norm_0,test,18,9216,11264,0,0,0.0,1
0,0.4146892726421356,data/processed/windows/target/test/tgt_test_norm_0_win_00019.npy,target,tgt_test_norm_0,test,19,9728,11776,0,0,0.0,1
0,0.4097070395946502,data/processed/windows/target/test/tgt_test_norm_1_win_00000.npy,target,tgt_test_norm_1,test,0,0,2048,0,0,0.0,1
0,0.4109324514865875,data/processed/windows/target/test/tgt_test_norm_1_win_00001.npy,target,tgt_test_norm_1,test,1,512,2560,0,0,0.0,1
0,0.4122008383274078,data/processed/windows/target/test/tgt_test_norm_1_win_00002.npy,target,tgt_test_norm_1,test,2,1024,3072,0,0,0.0,1
0,0.4147201478481293,data/processed/windows/target/test/tgt_test_norm_1_win_00003.npy,target,tgt_test_norm_1,test,3,1536,3584,0,0,0.0,1
0,0.4153830409049988,data/processed/windows/target/test/tgt_test_norm_1_win_00004.npy,target,tgt_test_norm_1,test,4,2048,4096,0,0,0.0,1
0,0.4160065054893493,data/processed/windows/target/test/tgt_test_norm_1_win_00005.npy,target,tgt_test_norm_1,test,5,2560,4608,0,0,0.0,1
0,0.4160946011543274,data/processed/windows/target/test/tgt_test_norm_1_win_00006.npy,target,tgt_test_norm_1,test,6,3072,5120,0,0,0.0,1
0,0.4159899055957794,data/processed/windows/target/test/tgt_test_norm_1_win_00007.npy,target,tgt_test_norm_1,test,7,3584,5632,0,0,0.0,1
0,0.4158143103122711,data/processed/windows/target/test/tgt_test_norm_1_win_00008.npy,target,tgt_test_norm_1,test,8,4096,6144,0,0,0.0,1
0,0.4154253304004669,data/processed/windows/target/test/tgt_test_norm_1_win_00009.npy,target,tgt_test_norm_1,test,9,4608,6656,0,0,0.0,1
0,0.4155052900314331,data/processed/windows/target/test/tgt_test_norm_1_win_00010.npy,target,tgt_test_norm_1,test,10,5120,7168,0,0,0.0,1
0,0.4153929352760315,data/processed/windows/target/test/tgt_test_norm_1_win_00011.npy,target,tgt_test_norm_1,test,11,5632,7680,0,0,0.0,1
0,0.4126292467117309,data/processed/windows/target/test/tgt_test_norm_1_win_00012.npy,target,tgt_test_norm_1,test,12,6144,8192,0,0,0.0,1
0,0.4115366637706756,data/processed/windows/target/test/tgt_test_norm_1_win_00013.npy,target,tgt_test_norm_1,test,13,6656,8704,0,0,0.0,1
0,0.4111531376838684,data/processed/windows/target/test/tgt_test_norm_1_win_00014.npy,target,tgt_test_norm_1,test,14,7168,9216,0,0,0.0,1
0,0.412745863199234,data/processed/windows/target/test/tgt_test_norm_1_win_00015.npy,target,tgt_test_norm_1,test,15,7680,9728,0,0,0.0,1
0,0.4142407774925232,data/processed/windows/target/test/tgt_test_norm_1_win_00016.npy,target,tgt_test_norm_1,test,16,8192,10240,0,0,0.0,1
0,0.416381686925888,data/processed/windows/target/test/tgt_test_norm_1_win_00017.npy,target,tgt_test_norm_1,test,17,8704,10752,0,0,0.0,1
0,0.4153147637844085,data/processed/windows/target/test/tgt_test_norm_1_win_00018.npy,target,tgt_test_norm_1,test,18,9216,11264,0,0,0.0,1
0,0.4139527380466461,data/processed/windows/target/test/tgt_test_norm_1_win_00019.npy,target,tgt_test_norm_1,test,19,9728,11776,0,0,0.0,1
