label,score,path,domain,record_id,split,window_idx,start,end,record_label,overlap_samples,overlap_fraction,pred
0,0.4102822542190552,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00000.npy,target,tgt_test_anom_spike_0,test,0,0,2048,1,0,0.0,0
0,0.4054550528526306,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00001.npy,target,tgt_test_anom_spike_0,test,1,512,2560,1,0,0.0,0
0,0.4008826613426208,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00002.npy,target,tgt_test_anom_spike_0,test,2,1024,3072,1,0,0.0,0
0,0.4154003858566284,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00003.npy,target,tgt_test_anom_spike_0,test,3,1536,3584,1,84,0.041015625,0
1,0.4346836805343628,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00004.npy,target,tgt_test_anom_spike_0,test,4,2048,4096,1,220,0.107421875,0
1,0.4413467347621918,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00005.npy,target,tgt_test_anom_spike_0,test,5,2560,4608,1,220,0.107421875,1
1,0.4472264945507049,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00006.npy,target,tgt_test_anom_spike_0,test,6,3072,5120,1,220,0.107421875,1
1,0.4466552734375,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00007.npy,target,tgt_test_anom_spike_0,test,7,3584,5632,1,136,0.06640625,1
0,0.4277144074440002,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00008.npy,target,tgt_test_anom_spike_0,test,8,4096,6144,1,0,0.0,0
0,0.4164966940879822,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00009.npy,target,tgt_test_anom_spike_0,test,9,4608,6656,1,0,0.0,0
0,0.4030327796936035,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00010.npy,target,tgt_test_anom_spike_0,test,10,5120,7168,1,0,0.0,0
0,0.3887874484062195,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00011.npy,target,tgt_test_anom_spike_0,test,11,5632,7680,1,0,0.0,0
0,0.386356770992279,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00012.npy,target,tgt_test_anom_spike_0,test,12,6144,8192,1,0,0.0,0
0,0.4010540544986725,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00013.npy,target,tgt_test_anom_spike_0,test,13,6656,8704,1,0,0.0,0
0,0.4145618379116058,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00014.npy,target,tgt_test_anom_spike_0,test,14,7168,9216,1,0,0.0,0
0,0.4268565475940704,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00015.npy,target,tgt_test_anom_spike_0,test,15,7680,9728,1,0,0.0,0
0,0.4267239272594452,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00016.npy,target,tgt_test_anom_spike_0,test,16,8192,10240,1,0,0.0,0
0,0.422457218170166,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00017.npy,target,tgt_test_anom_spike_0,test,17,8704,10752,1,0,0.0,0
0,0.4153348505496979,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00018.npy,target,tgt_test_anom_spike_0,test,18,9216,11264,1,0,0.0,0
0,0.4095498323440552,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00019.npy,target,tgt_test_anom_spike_0,test,19,9728,11776,1,0,0.0,0
0,0.3988065123558044,data/processed/windows/target/test/tgt_test_norm_0_win_00000.npy,target,tgt_test_norm_0,test,0,0,2048,0,0,0.0,0
0,0.4074146449565887,data/processed/windows/target/test/tgt_test_norm_0_win_00001.npy,target,tgt_test_norm_0,test,1,512,2560,0,0,0.0,0
0,0.4163921773433685,data/processed/windows/target/test/tgt_test_norm_0_win_00002.npy,target,tgt_test_norm_0,test,2,1024,3072,0,0,0.0,0
0,0.4150148630142212,data/processed/windows/target/test/tgt_test_norm_0_win_00003.npy,target,tgt_test_norm_0,test,3,1536,3584,0,0,0.0,0
0,0.4077207148075104,data/processed/windows/target/test/tgt_test_norm_0_win_00004.npy,target,tgt_test_norm_0,test,4,2048,4096,0,0,0.0,0
0,0.4028961956501007,data/processed/windows/target/test/tgt_test_norm_0_win_00005.npy,target,tgt_test_norm_0,test,5,2560,4608,0,0,0.0,0
0,0.3976767063140869,data/processed/windows/target/test/tgt_test_norm_0_win_00006.npy,target,tgt_test_norm_0,test,6,3072,5120,0,0,0.0,0
0,0.3934829533100128,data/processed/windows/target/test/tgt_test_norm_0_win_00007.npy,target,tgt_test_norm_0,test,7,3584,5632,0,0,0.0,0
0,0.3917906880378723,data/processed/windows/target/test/tgt_test_norm_0_win_00008.npy,target,tgt_test_norm_0,test,8,4096,6144,0,0,0.0,0
0,0.3887929618358612,data/processed/windows/target/test/tgt_test_norm_0_win_00009.npy,target,tgt_test_norm_0,test,9,4608,6656,0,0,0.0,0
0,0.3880062997341156,data/processed/windows/target/test/tgt_test_norm_0_win_00010.npy,target,tgt_test_norm_0,test,10,5120,7168,0,0,0.0,0
0,0.3892294764518738,data/processed/windows/target/test/tgt_test_norm_0_win_00011.npy,target,tgt_test_norm_0,test,11,5632,7680,0,0,0.0,0
0,0.392257958650589,data/processed/windows/target/test/tgt_test_norm_0_win_00012.npy,target,tgt_test_norm_0,test,12,6144,8192,0,0,0.0,0
0,0.3957296013832092,data/processed/windows/target/test/tgt_test_norm_0_win_00013.npy,target,tgt_test_norm_0,test,13,6656,8704,0,0,0.0,0
0,0.3984698355197906,data/processed/windows/target/test/tgt_test_norm_0_win_00014.npy,target,tgt_test_norm_0,test,14,7168,9216,0,0,0.0,0
0,0.3999854624271393,data/processed/windows/target/test/tgt_test_norm_0_win_00015.npy,target,tgt_test_norm_0,test,15,7680,9728,0,0,0.0,0
0,0.4040594696998596,data/processed/windows/target/test/tgt_test_norm_0_win_00016.npy,target,tgt_test_norm_0,test,16,8192,10240,0,0,0.0,0
0,0.4074575304985046,data/processed/windows/target/test/tgt_test_norm_0_win_00017.npy,target,tgt_test_norm_0,test,17,8704,10752,0,0,0.0,0
0,0.4138007164001465,data/processed/windows/target/test/tgt_test_norm_0_win_00018.npy,target,tgt_test_norm_0,test,18,9216,11264,0,0,0.0,0
0,0.4162262380123138,data/processed/windows/target/test/tgt_test_norm_0_win_00019.npy,target,tgt_test_norm_0,test,19,9728,11776,0,0,0.0,0
0,0.392808586359024,data/processed/windows/target/test/tgt_test_norm_1_win_00000.npy,target,tgt_test_norm_1,test,0,0,2048,0,0,0.0,0
0,0.3967180848121643,data/processed/windows/target/test/tgt_test_norm_1_win_00001.npy,target,tgt_test_norm_1,test,1,512,2560,0,0,0.0,0
0,0.4013105034828186,data/processed/windows/target/test/tgt_test_norm_1_win_00002.npy,target,tgt_test_norm_1,test,2,1024,3072,0,0,0.0,0
0,0.4060663282871246,data/processed/windows/target/test/tgt_test_norm_1_win_00003.npy,target,tgt_test_norm_1,test,3,1536,3584,0,0,0.0,0
0,0.4114177823066711,data/processed/windows/target/test/tgt_test_norm_1_win_00004.npy,target,tgt_test_norm_1,test,4,2048,4096,0,0,0.0,0
0,0.4146507978439331,data/processed/windows/target/test/tgt_test_norm_1_win_00005.npy,target,tgt_test_norm_1,test,5,2560,4608,0,0,0.0,0
0,0.4196390509605407,data/processed/windows/target/test/tgt_test_norm_1_win_00006.npy,target,tgt_test_norm_1,test,6,3072,5120,0,0,0.0,0
0,0.4192881286144256,data/processed/windows/target/test/tgt_test_norm_1_win_00007.npy,target,tgt_test_norm_1,test,7,3584,5632,0,0,0.0,0
0,0.4184553623199463,data/processed/windows/target/test/tgt_test_norm_1_win_00008.npy,target,tgt_test_norm_1,test,8,4096,6144,0,0,0.0,0
0,0.4171401262283325,data/processed/windows/target/test/tgt_test_norm_1_win_00009.npy,target,tgt_test_norm_1,test,9,4608,6656,0,0,0.0,0
0,0.4163989424705505,data/processed/windows/target/test/tgt_test_norm_1_win_00010.npy,target,tgt_test_norm_1,test,10,5120,7168,0,0,0.0,0
0,0.4144386947154999,data/processed/windows/target/test/tgt_test_norm_1_win_00011.npy,target,tgt_test_norm_1,test,11,5632,7680,0,0,0.0,0
0,0.4050407111644745,data/processed/windows/target/test/tgt_test_norm_1_win_00012.npy,target,tgt_test_norm_1,test,12,6144,8192,0,0,0.0,0
0,0.3970094919204712,data/processed/windows/target/test/tgt_test_norm_1_win_00013.npy,target,tgt_test_norm_1,test,13,6656,8704,0,0,0.0,0
0,0.3958901762962341,data/processed/windows/target/test/tgt_test_norm_1_win_00014.npy,target,tgt_test_norm_1,test,14,7168,9216,0,0,0.0,0
0,0.4024930298328399,data/processed/windows/target/test/tgt_test_norm_1_win_00015.npy,target,tgt_test_norm_1,test,15,7680,9728,0,0,0.0,0
0,0.4111585319042206,data/processed/windows/target/test/tgt_test_norm_1_win_00016.npy,target,tgt_test_norm_1,test,16,8192,10240,0,0,0.0,0
0,0.4168448448181152,data/processed/windows/target/test/tgt_test_norm_1_win_00017.npy,target,tgt_test_norm_1,test,17,8704,10752,0,0,0.0,0
0,0.409925103187561,data/processed/windows/target/test/tgt_test_norm_1_win_00018.npy,target,tgt_test_norm_1,test,18,9216,11264,0,0,0.0,0
0,0.4033588767051697,data/processed/windows/target/test/tgt_test_norm_1_win_00019.npy,target,tgt_test_norm_1,test,19,9728,11776,0,0,0.0,0
