label,score,path,domain,record_id,split,window_idx,start,end,record_label,overlap_samples,overlap_fraction,pred
1,0.4360940456390381,data/processed/windows/target/test/tgt_test_anom_burst_0_win_00016.npy,target,tgt_test_anom_burst_0,test,16,8192,10240,1,360,0.17578125,0
0,0.4297743737697601,data/processed/windows/target/test/tgt_test_anom_burst_0_win_00017.npy,target,tgt_test_anom_burst_0,test,17,8704,10752,1,0,0.0,0
0,0.4312968850135803,data/processed/windows/target/test/tgt_test_anom_burst_0_win_00018.npy,target,tgt_test_anom_burst_0,test,18,9216,11264,1,0,0.0,0
0,0.4308582544326782,data/processed/windows/target/test/tgt_test_anom_burst_0_win_00019.npy,target,tgt_test_anom_burst_0,test,19,9728,11776,1,0,0.0,0
0,0.4171379804611206,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00000.npy,target,tgt_test_anom_spike_0,test,0,0,2048,1,0,0.0,0
0,0.4139564335346222,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00001.npy,target,tgt_test_anom_spike_0,test,1,512,2560,1,0,0.0,0
0,0.41121307015419,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00002.npy,target,tgt_test_anom_spike_0,test,2,1024,3072,1,0,0.0,0
0,0.4375900626182556,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00003.npy,target,tgt_test_anom_spike_0,test,3,1536,3584,1,84,0.041015625,0
1,0.4602112472057342,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00004.npy,target,tgt_test_anom_spike_0,test,4,2048,4096,1,220,0.107421875,1
1,0.4613848030567169,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00005.npy,target,tgt_test_anom_spike_0,test,5,2560,4608,1,220,0.107421875,1
1,0.463550865650177,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00006.npy,target,tgt_test_anom_spike_0,test,6,3072,5120,1,220,0.107421875,1
1,0.4583903849124908,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00007.npy,target,tgt_test_anom_spike_0,test,7,3584,5632,1,136,0.06640625,1
0,0.430821031332016,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00008.npy,target,tgt_test_anom_spike_0,test,8,4096,6144,1,0,0.0,0
0,0.4238703846931457,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00009.npy,target,tgt_test_anom_spike_0,test,9,4608,6656,1,0,0.0,0
0,0.4115906655788421,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00010.npy,target,tgt_test_anom_spike_0,test,10,5120,7168,1,0,0.0,0
0,0.397991806268692,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00011.npy,target,tgt_test_anom_spike_0,test,11,5632,7680,1,0,0.0,0
0,0.3954348862171173,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00012.npy,target,tgt_test_anom_spike_0,test,12,6144,8192,1,0,0.0,0
0,0.4084698259830475,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00013.npy,target,tgt_test_anom_spike_0,test,13,6656,8704,1,0,0.0,0
0,0.4213509559631347,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00014.npy,target,tgt_test_anom_spike_0,test,14,7168,9216,1,0,0.0,0
0,0.4308429360389709,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00015.npy,target,tgt_test_anom_spike_0,test,15,7680,9728,1,0,0.0,0
0,0.4311674833297729,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00016.npy,target,tgt_test_anom_spike_0,test,16,8192,10240,1,0,0.0,0
0,0.4267963767051697,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00017.npy,target,tgt_test_anom_spike_0,test,17,8704,10752,1,0,0.0,0
0,0.4213176071643829,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00018.npy,target,tgt_test_anom_spike_0,test,18,9216,11264,1,0,0.0,0
0,0.4172844290733337,data/processed/windows/target/test/tgt_test_anom_spike_0_win_00019.npy,target,tgt_test_anom_spike_0,test,19,9728,11776,1,0,0.0,0
0,0.4087814092636108,data/processed/windows/target/test/tgt_test_norm_0_win_00000.npy,target,tgt_test_norm_0,test,0,0,2048,0,0,0.0,0
0,0.4153267741203308,data/processed/windows/target/test/tgt_test_norm_0_win_00001.npy,target,tgt_test_norm_0,test,1,512,2560,0,0,0.0,0
0,0.4225475192070007,data/processed/windows/target/test/tgt_test_norm_0_win_00002.npy,target,tgt_test_norm_0,test,2,1024,3072,0,0,0.0,0
0,0.4216478765010834,data/processed/windows/target/test/tgt_test_norm_0_win_00003.npy,target,tgt_test_norm_0,test,3,1536,3584,0,0,0.0,0
0,0.416269302368164,data/processed/windows/target/test/tgt_test_norm_0_win_00004.npy,target,tgt_test_norm_0,test,4,2048,4096,0,0,0.0,0
0,0.4147959947586059,data/processed/windows/target/test/tgt_test_norm_0_win_00005.npy,target,tgt_test_norm_0,test,5,2560,4608,0,0,0.0,0
0,0.411115437746048,data/processed/windows/target/test/tgt_test_norm_0_win_00006.npy,target,tgt_test_norm_0,test,6,3072,5120,0,0,0.0,0
0,0.4076984822750091,data/processed/windows/target/test/tgt_test_norm_0_win_00007.npy,target,tgt_test_norm_0,test,7,3584,5632,0,0,0.0,0
0,0.4061377346515655,data/processed/windows/target/test/tgt_test_norm_0_win_00008.npy,target,tgt_test_norm_0,test,8,4096,6144,0,0,0.0,0
0,0.4027677476406097,data/processed/windows/target/test/tgt_test_norm_0_win_00009.npy,target,tgt_test_norm_0,test,9,4608,6656,0,0,0.0,0
0,0.4015084207057953,data/processed/windows/target/test/tgt_test_norm_0_win_00010.npy,target,tgt_test_norm_0,test,10,5120,7168,0,0,0.0,0
0,0.4019562602043152,data/processed/windows/target/test/tgt_test_norm_0_win_00011.npy,target,tgt_test_norm_0,test,11,5632,7680,0,0,0.0,0
0,0.4041893184185028,data/processed/windows/target/test/tgt_test_norm_0_win_00012.npy,target,tgt_test_norm_0,test,12,6144,8192,0,0,0.0,0
0,0.4076599478721618,data/processed/windows/target/test/tgt_test_norm_0_win_00013.npy,target,tgt_test_norm_0,test,13,6656,8704,0,0,0.0,0
0,0.4101229906082153,data/processed/windows/target/test/tgt_test_norm_0_win_00014.npy,target,tgt_test_norm_0,test,14,7168,9216,0,0,0.0,0
0,0.4111825823783874,data/processed/windows/target/test/tgt_test_norm_0_win_00015.npy,target,tgt_test_norm_0,test,15,7680,9728,0,0,0.0,0
0,0.4153503477573395,data/processed/windows/target/test/tgt_test_norm_0_win_00016.npy,target,tgt_test_norm_0,test,16,8192,10240,0,0,0.0,0
0,0.4175119400024414,data/processed/windows/target/test/tgt_test_norm_0_win_00017.npy,target,tgt_test_norm_0,test,17,8704,10752,0,0,0.0,0
0,0.4219900965690613,data/processed/windows/target/test/tgt_test_norm_0_win_00018.npy,target,tgt_test_norm_0,test,18,9216,11264,0,0,0.0,0
0,0.421985924243927,data/processed/windows/target/test/tgt_test_norm_0_win_00019.npy,target,tgt_test_norm_0,test,19,9728,11776,0,0,0.0,0
0,0.4069798290729522,data/processed/windows/target/test/tgt_test_norm_1_win_00000.npy,target,tgt_test_norm_1,test,0,0,2048,0,0,0.0,0
0,0.4082247316837311,data/processed/windows/target/test/tgt_test_norm_1_win_00001.npy,target,tgt_test_norm_1,test,1,512,2560,0,0,0.0,0
0,0.4105688333511352,data/processed/windows/target/test/tgt_test_norm_1_win_00002.npy,target,tgt_test_norm_1,test,2,1024,3072,0,0,0.0,0
0,0.4137051403522491,data/processed/windows/target/test/tgt_test_norm_1_win_00003.npy,target,tgt_test_norm_1,test,3,1536,3584,0,0,0.0,0
0,0.418035626411438,data/processed/windows/target/test/tgt_test_norm_1_win_00004.npy,target,tgt_test_norm_1,test,4,2048,4096,0,0,0.0,0
0,0.4199517369270324,data/processed/windows/target/test/tgt_test_norm_1_win_00005.npy,target,tgt_test_norm_1,test,5,2560,4608,0,0,0.0,0
0,0.4245291650295257,data/processed/windows/target/test/tgt_test_norm_1_win_00006.npy,target,tgt_test_norm_1,test,6,3072,5120,0,0,0.0,0
0,0.42365363240242,data/processed/windows/target/test/tgt_test_norm_1_win_00007.npy,target,tgt_test_norm_1,test,7,3584,5632,0,0,0.0,0
0,0.4248392283916473,data/processed/windows/target/test/tgt_test_norm_1_win_00008.npy,target,tgt_test_norm_1,test,8,4096,6144,0,0,0.0,0
0,0.4231857359409332,data/processed/windows/target/test/tgt_test_norm_1_win_00009.npy,target,tgt_test_norm_1,test,9,4608,6656,0,0,0.0,0
0,0.4223190248012543,data/processed/windows/target/test/tgt_test_norm_1_win_00010.npy,target,tgt_test_norm_1,test,10,5120,7168,0,0,0.0,0
0,0.4212437272071838,data/processed/windows/target/test/tgt_test_norm_1_win_00011.npy,target,tgt_test_norm_1,test,11,5632,7680,0,0,0.0,0
0,0.4139456748962402,data/processed/windows/target/test/tgt_test_norm_1_win_00012.npy,target,tgt_test_norm_1,test,12,6144,8192,0,0,0.0,0
0,0.4080138206481933,data/processed/windows/target/test/tgt_test_norm_1_win_00013.npy,target,tgt_test_norm_1,test,13,6656,8704,0,0,0.0,0
0,0.407053142786026,data/processed/windows/target/test/tgt_test_norm_1_win_00014.npy,target,tgt_test_norm_1,test,14,7168,9216,0,0,0.0,0
0,0.4115326702594757,data/processed/windows/target/test/tgt_test_norm_1_win_00015.npy,target,tgt_test_norm_1,test,15,7680,9728,0,0,0.0,0
0,0.4178454279899597,data/processed/windows/target/test/tgt_test_norm_1_win_00016.npy,target,tgt_test_norm_1,test,16,8192,10240,0,0,0.0,0
0,0.4224855005741119,data/processed/windows/target/test/tgt_test_norm_1_win_00017.npy,target,tgt_test_norm_1,test,17,8704,10752,0,0,0.0,0
0,0.4173209071159363,data/processed/windows/target/test/tgt_test_norm_1_win_00018.npy,target,tgt_test_norm_1,test,18,9216,11264,0,0,0.0,0
0,0.4134367108345032,data/processed/windows/target/test/tgt_test_norm_1_win_00019.npy,target,tgt_test_norm_1,test,19,9728,11776,0,0,0.0,0
